high,low,volume,close,open,time
183.8,172.7,4432668.0,173.59,175.0,1619755200
177.49,159.61,5258550.0,162.2,177.0,1620014400
161.49,151.8,3999912.0,160.73,159.0,1620100800
165.5,158.33,2804705.0,159.48,161.83,1620187200
164.72,155.6,2937858.0,161.01,160.7,1620273600
167.41,157.5001,2934275.0,161.11,160.11,1620360000
161.585,143.0,4790903.0,143.22,161.31,1620619200
150.5,136.5,4677298.0,146.92,137.5,1620705600
150.5,142.231,2727227.0,144.79,145.7,1620792000
169.95,146.43,8844425.0,164.5,147.44,1620878400
166.47,156.22,4290316.0,159.92,160.0,1620964800
182.5,159.0,7462095.0,180.6,160.0,1621224000
189.2,168.27,7738717.0,180.67,174.62,1621310400
178.9799,164.15,4825959.0,168.83,172.5,1621396800
174.91,166.9,2478168.0,170.49,170.99,1621483200
179.24,170.33,3654703.0,176.79,171.0,1621569600
188.4576,173.35,4664929.0,180.01,175.35,1621828800
217.11,181.0,14887457.0,209.43,181.0,1621915200
248.4794,225.55,21119888.0,242.56,228.47,1622001600
264.0,227.0,15526332.0,254.13,230.0,1622088000
268.7999,221.43,11751365.0,222.0,262.78,1622174400
254.98,227.07,9625615.0,249.02,233.48,1622520000
294.0,244.3,16031308.0,282.24,248.88,1622606400
274.43,242.1206,7999975.0,258.18,265.0,1622692800
265.0,245.77,3637515.0,248.36,256.02,1622779200
282.0,255.2001,6051490.0,280.01,258.0,1623038400
344.66,281.0,17439141.0,300.0,290.69,1623124800
328.0,291.51,13429360.0,302.56,303.12,1623211200
288.0,211.0,23279468.0,220.39,282.0,1623297600
241.13,206.13,15577145.0,233.34,222.23,1623384000
238.01,219.2,7132116.0,229.44,236.6,1623643200
229.25,208.0,7301829.0,222.5,226.02,1623729600
228.7305,209.0,5563731.0,222.97,215.64,1623816000
233.66,221.48,4607064.0,223.59,223.69,1623902400
223.49,213.0,4319494.0,213.82,220.18,1623988800
218.3999,197.0,5121171.0,200.37,216.95,1624248000
225.88,209.17,8200038.0,220.4,217.73,1624334400
222.57,214.12,3554830.0,219.34,220.91,1624420800
227.45,211.6,3862982.0,212.31,220.44,1624507200
214.2,198.5,12684413.0,209.51,214.0,1624593600
224.45,210.2,4878929.0,213.25,211.45,1624852800
215.22,208.01,2479717.0,210.88,213.59,1624939200
215.2787,206.9379,2538312.0,214.14,209.69,1625025600
216.83,202.0,2739408.0,204.36,213.4,1625112000
205.45,196.5,2602591.0,202.83,204.8,1625198400
204.77,193.7101,2768040.0,199.56,204.0,1625544000
197.5,177.56,4233975.0,190.66,196.0,1625630400
194.22,179.5,2857162.0,191.38,180.0,1625716800
